word,count,date,Longitude,Latitude
cuba,1,20060501,-82.364167,23.131944
mongolia,2,20060501,106.916667,47.916667
wuhan,1,20060501,114.27,30.58
chengdu,1,20060501,104.07,30.67
harbin,1,20060501,126.65,45.75
changsha,1,20060501,112.97,28.2
china,78,20060501,116.388333,39.928889
jilin,2,20060501,126.55,43.85
tonga,3,20060501,-175.2,-21.133333
suzhou,1,20060501,120.62,31.3
dalian,1,20060501,121.65,38.92
qiqihar,1,20060501,124,47.35
guangzhou,1,20060502,113.25,23.12
tokyo,1,20060502,139.75,35.67
france,1,20060502,2.333333,48.866667
tonga,1,20060502,-175.2,-21.133333
japan,6,20060502,139.751389,35.685
china,94,20060502,116.388333,39.928889
alger,25,20060502,3,36.75
seoul,1,20060502,10776201,127
phoenix,20,20060502,-112.17,33.5
taiwan,4,20060502,121.531846,25.047763
canada,4,20060503,-75.7,45.416667
india,1,20060503,77.2,28.6
australia,1,20060503,149.216667,-35.283333
dallas,2,20060503,-96.83,32.83
alger,1,20060503,3,36.75
montreal,2,20060503,-73.5833,45.5
guyana,1,20060503,-58.166667,6.8
london,1,20060503,-0.17,51.5
china,1,20060503,116.388333,39.928889
france,1,20060504,2.333333,48.866667
japan,2,20060504,139.751389,35.685
guangzhou,17,20060504,113.25,23.12
phoenix,1,20060504,-112.17,33.5
alger,1,20060504,3,36.75
jilin,1,20060504,126.55,43.85
canada,1,20060504,-75.7,45.416667
switzerland,1,20060504,7.466667,46.916667
mexico,5,20060504,-99.138611,19.434167
china,45,20060504,116.388333,39.928889
albania,3,20060504,19.818889,41.3275
tonga,1,20060504,-175.2,-21.133333
netherlands,1,20060504,4.916667,52.35
taiwan,2,20060504,121.531846,25.047763
guangzhou,1,20060508,113.25,23.12
chengdu,3,20060508,104.07,30.67
tonga,1,20060508,-175.2,-21.133333
china,24,20060508,116.388333,39.928889
barcelona,1,20060508,2.17,41.42
london,1,20060508,-0.17,51.5
spain,1,20060508,-3.683333,40.4
china,1,20060509,116.388333,39.928889
japan,2,20060509,139.751389,35.685
mexico,3,20060509,-99.138611,19.434167
georgia,1,20060509,44.790833,41.725
london,1,20060509,-0.17,51.5
bangalore,1,20060509,77.58,12.97
canada,1,20060509,-75.7,45.416667
germany,1,20060509,13.4,52.516667
spain,1,20060509,-3.683333,40.4
australia,1,20060510,149.216667,-35.283333
china,4,20060510,116.388333,39.928889
colombia,1,20060510,-74.083333,4.6
mexico,5,20060510,-99.138611,19.434167
japan,5,20060510,139.751389,35.685
peru,1,20060510,-77.05,-12.05
shanghai,2,20060510,121.47,31.23
georgia,1,20060510,44.790833,41.725
canada,2,20060510,-75.7,45.416667
mexico,2,20060511,-99.138611,19.434167
china,12,20060511,116.388333,39.928889
quito,1,20060511,-78.5,-0.23
gibraltar,4,20060511,-5.35,36.133333
australia,1,20060511,149.216667,-35.283333
taiwan,1,20060511,121.531846,25.047763
japan,6,20060511,139.751389,35.685
chicago,1,20060511,-87.75,41.83
jordan,11,20060511,35.933333,31.95
london,1,20060511,-0.17,51.5
guangzhou,1,20060511,113.25,23.12
georgia,1,20060511,44.790833,41.725
canada,5,20060511,-75.7,45.416667
japan,1,20060512,139.751389,35.685
guangzhou,1,20060515,113.25,23.12
china,17,20060515,116.388333,39.928889
cuba,1,20060515,-82.364167,23.131944
iran,1,20060516,51.677608,32.657218
china,17,20060516,116.388333,39.928889
shanghai,1,20060516,121.47,31.23
sapporo,1,20060516,141.35,43.08
manila,1,20060516,120.97,14.62
japan,2,20060516,139.751389,35.685
indonesia,1,20060516,106.829444,-6.174444
osaka,1,20060516,135.5,34.67
nagoya,1,20060516,136.88,35.13
russia,1,20060516,37.615556,55.752222
taiwan,1,20060516,121.531846,25.047763
malaysia,2,20060516,101.7,3.166667
chengdu,1,20060516,104.07,30.67
china,1,20060518,116.388333,39.928889
gibraltar,2,20060518,-5.35,36.133333
australia,1,20060518,149.216667,-35.283333
japan,2,20060518,139.751389,35.685
london,2,20060518,-0.17,51.5
chicago,1,20060518,-87.75,41.83
reunion,1,20060518,55.466667,-20.866667
georgia,1,20060518,44.790833,41.725
canada,1,20060518,-75.7,45.416667
canada,1,20060522,-75.7,45.416667
china,66,20060522,116.388333,39.928889
singapore,8,20060522,20.468056,44.818611
afghanistan,1,20060522,69.183333,34.516667
tonga,3,20060522,-175.2,-21.133333
france,1,20060522,2.333333,48.866667
dallas,2,20060522,-96.83,32.83
tianjin,1,20060522,117.2,39.13
japan,1,20060522,139.751389,35.685
jilin,1,20060522,126.55,43.85
iraq,1,20060522,44.400876,33.340582
guangzhou,14,20060522,113.25,23.12
shanghai,2,20060522,121.47,31.23
australia,1,20060522,149.216667,-35.283333
mongolia,1,20060522,106.916667,47.916667
changsha,2,20060523,112.97,28.2
qiqihar,2,20060523,124,47.35
suzhou,1,20060523,120.62,31.3
dalian,2,20060523,121.65,38.92
hangzhou,2,20060523,120.17,30.25
tonga,1,20060523,-175.2,-21.133333
china,21,20060523,116.388333,39.928889
wenzhou,2,20060523,120.65,28.02
wuhan,2,20060523,114.27,30.58
tianjin,2,20060523,117.2,39.13
ningbo,2,20060523,121.55,29.88
london,1,20060523,-0.17,51.5
shanghai,3,20060523,121.47,31.23
australia,1,20060523,149.216667,-35.283333
guangzhou,3,20060523,113.25,23.12
chengdu,2,20060523,104.07,30.67
xian,1,20060523,108.9,34.27
harbin,2,20060523,126.65,45.75
albania,5,20060524,19.818889,41.3275
valencia,5,20060529,-67.98,10.23
georgia,3,20060530,44.790833,41.725
canada,4,20060530,-75.7,45.416667
mongolia,4,20060530,106.916667,47.916667
china,5,20060530,116.388333,39.928889
mongolia,1,20060531,106.916667,47.916667
guangzhou,21,20060531,113.25,23.12
xian,1,20060531,108.9,34.27
singapore,1,20060531,20.468056,44.818611
shenyang,1,20060531,123.45,41.8
chengdu,1,20060531,104.07,30.67
hefei,1,20060531,117.28,31.85
jinan,1,20060531,117,36.67
shanghai,1,20060531,121.47,31.23
jilin,1,20060531,126.55,43.85
china,28,20060531,116.388333,39.928889
tianjin,1,20060531,117.2,39.13
hangzhou,1,20060531,120.17,30.25
tonga,1,20060531,-175.2,-21.133333
wuhan,1,20060531,114.27,30.58
changchun,1,20060531,125.35,43.87
hangzhou,2,20060601,120.17,30.25
changsha,2,20060601,112.97,28.2
montreal,6,20060601,-73.5833,45.5
harbin,2,20060601,126.65,45.75
georgia,1,20060601,44.790833,41.725
qiqihar,2,20060601,124,47.35
china,20,20060601,116.388333,39.928889
guangzhou,3,20060601,113.25,23.12
tonga,1,20060601,-175.2,-21.133333
tianjin,2,20060601,117.2,39.13
ningbo,2,20060601,121.55,29.88
canada,1,20060601,-75.7,45.416667
suzhou,1,20060601,120.62,31.3
dalian,2,20060601,121.65,38.92
wuhan,2,20060601,114.27,30.58
wenzhou,2,20060601,120.65,28.02
shanghai,2,20060601,121.47,31.23
xian,1,20060601,108.9,34.27
chengdu,2,20060601,104.07,30.67
phoenix,1,20060601,-112.17,33.5
mexico,1,20060605,-99.138611,19.434167
vietnam,1,20060605,105.85,21.033333
chicago,1,20060605,-87.75,41.83
mali,1,20060605,-8,12.65
thailand,1,20060605,100.501444,13.753979
brazil,1,20060605,-47.916667,-15.783333
canada,1,20060605,-75.7,45.416667
india,3,20060605,77.2,28.6
france,1,20060607,2.333333,48.866667
guangzhou,1,20060607,113.25,23.12
vietnam,1,20060607,105.85,21.033333
spain,1,20060607,-3.683333,40.4
osaka,1,20060607,135.5,34.67
singapore,1,20060607,20.468056,44.818611
perth,2,20060607,115.82,-31.97
thailand,1,20060607,100.501444,13.753979
china,12,20060607,116.388333,39.928889
taiwan,1,20060607,121.531846,25.047763
shanghai,4,20060607,121.47,31.23
tokyo,3,20060607,139.75,35.67
japan,3,20060607,139.751389,35.685
russia,1,20060607,37.615556,55.752222
seoul,1,20060607,10776201,127
china,7,20060608,116.388333,39.928889
tokyo,3,20060608,139.75,35.67
canada,1,20060608,-75.7,45.416667
singapore,1,20060608,20.468056,44.818611
osaka,1,20060608,135.5,34.67
japan,5,20060608,139.751389,35.685
seoul,1,20060608,10776201,127
shanghai,1,20060608,121.47,31.23
perth,2,20060608,115.82,-31.97
brazil,1,20060612,-47.916667,-15.783333
paris,2,20060612,2.33,48.87
japan,2,20060612,139.751389,35.685
australia,1,20060612,149.216667,-35.283333
london,1,20060612,-0.17,51.5
jordan,1,20060612,35.933333,31.95
chicago,1,20060614,-87.75,41.83
guangzhou,1,20060614,113.25,23.12
china,28,20060614,116.388333,39.928889
phoenix,1,20060614,-112.17,33.5
tonga,1,20060614,-175.2,-21.133333
chicago,3,20060615,-87.75,41.83
germany,1,20060615,13.4,52.516667
london,1,20060615,-0.17,51.5
japan,2,20060616,139.751389,35.685
guangzhou,1,20060619,113.25,23.12
china,31,20060619,116.388333,39.928889
tonga,1,20060619,-175.2,-21.133333
china,2,20060620,116.388333,39.928889
tianjin,1,20060621,117.2,39.13
bahamas,1,20060621,-77.35,25.083333
guangzhou,14,20060621,113.25,23.12
tonga,1,20060621,-175.2,-21.133333
dallas,1,20060621,-96.83,32.83
belgium,2,20060621,4.333333,50.833333
barbados,1,20060621,-59.616667,13.1
montreal,2,20060621,-73.5833,45.5
jilin,1,20060621,126.55,43.85
china,39,20060621,116.388333,39.928889
belize,1,20060621,20.468056,44.818611
georgia,1,20060622,44.790833,41.725
shanghai,4,20060622,121.47,31.23
phoenix,2,20060622,-112.17,33.5
london,2,20060622,-0.17,51.5
melbourne,1,20060622,144.97,-37.75
france,1,20060622,2.333333,48.866667
australia,1,20060622,149.216667,-35.283333
tokyo,1,20060622,139.75,35.67
barcelona,1,20060623,2.17,41.42
tokyo,1,20060623,139.75,35.67
georgia,2,20060623,44.790833,41.725
japan,2,20060623,139.751389,35.685
germany,2,20060623,13.4,52.516667
madrid,1,20060628,-3.71,40.41
taipei,1,20060628,121.45,25.02
libya,2,20060628,13.18,32.8925
taiwan,1,20060628,121.531846,25.047763
japan,1,20060628,139.751389,35.685
spain,1,20060628,-3.683333,40.4
tokyo,2,20060628,139.75,35.67
china,11,20060629,116.388333,39.928889
guangzhou,1,20060629,113.25,23.12
tonga,2,20060629,-175.2,-21.133333
tonga,1,20060630,-175.2,-21.133333
singapore,1,20060630,20.468056,44.818611
london,1,20060701,-0.17,51.5
canada,1,20060701,-75.7,45.416667
japan,1,20060701,139.751389,35.685
phoenix,1,20060701,-112.17,33.5
netherlands,1,20060701,4.916667,52.35
